ERR.number.tips.filtered,Human,Pigs,Cows,Goats,Birds,Rabbits,Sheep,Horses,Rodents,Carnivora,Bat,Marine,Unknown,Unclassified
ERR276883,8.210738859,4.210738859,3.210738859,2.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859,1.210738859
803_98,15.00438383,1.004383832,1.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832,2.004383832
803_97,8.133370169,4.133370169,3.133370169,2.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169,1.133370169
ERR227571,8.85295319,4.85295319,3.85295319,2.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319,1.85295319
ERR227592,8.930101981,4.930101981,3.930101981,2.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981,1.930101981
ERR227578,8.848964137,4.848964137,3.848964137,2.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137,1.848964137
ERR227594,8.20628703,4.20628703,3.20628703,2.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703,1.20628703
ERR227529,8.148250786,4.148250786,3.148250786,2.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786,1.148250786
ERR227518,8.633910556,4.633910556,3.633910556,2.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556,1.633910556
ERR227615,8.146564926,4.146564926,3.146564926,2.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926,1.146564926
973N0053,8.121090944,4.121090944,3.121090944,2.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944,1.121090944
ERR387213,15.48117509,1.481175087,1.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087,2.481175087
973N0021,8.167038271,4.167038271,3.167038271,2.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271,1.167038271
973N0020,8.278630679,4.278630679,3.278630679,2.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679,1.278630679
ERR175902,15.00152331,1.001523312,1.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312,2.001523312
ERR175882,15.73639669,1.736396688,1.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688,2.736396688
973N0019,8.283810252,4.283810252,3.283810252,2.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252,1.283810252
ERR084615,8.06261128,4.06261128,3.06261128,2.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128,1.06261128
ERR227637,8.568942382,4.568942382,3.568942382,2.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382,1.568942382
ERR227632,8.075884991,4.075884991,3.075884991,2.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991,1.075884991
ERR227625,8.984308654,4.984308654,3.984308654,2.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654,1.984308654
973N0057,8.756548022,4.756548022,3.756548022,2.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022,1.756548022
ERR246664,8.829239776,4.829239776,3.829239776,2.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776,1.829239776
ERR227480,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277,3.122709277
803_87,8.08171753,4.08171753,3.08171753,2.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753,1.08171753
ERR227491,8.030052668,4.030052668,3.030052668,2.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668,1.030052668
803_88,8.198249365,4.198249365,3.198249365,2.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365,1.198249365
ERR227551,8.864129828,4.864129828,3.864129828,2.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828,1.864129828
ERR227623,8.046182645,4.046182645,3.046182645,2.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645,1.046182645
ERR227651,15.95888282,1.958882823,1.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823,2.958882823
ERR276885,8.502811068,4.502811068,3.502811068,2.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068,1.502811068
ERR276886,8.448448325,4.448448325,3.448448325,2.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325,1.448448325
ERR227609,8.749902932,4.749902932,3.749902932,2.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932,1.749902932
ERR227536,8.573234854,4.573234854,3.573234854,2.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854,1.573234854
ERR227490,8.164714276,4.164714276,3.164714276,2.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276,1.164714276
ERR276884,8.133489693,4.133489693,3.133489693,2.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693,1.133489693
ERR033643,8.461088165,4.461088165,3.461088165,2.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165,1.461088165
527_08,8.051983807,4.051983807,3.051983807,2.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807,1.051983807
527_05,8.609441698,4.609441698,3.609441698,2.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698,1.609441698
527_04,15.1160787,1.116078697,1.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697,2.116078697
527_09,8.127776316,4.127776316,3.127776316,2.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316,1.127776316
527_01,8.233241447,4.233241447,3.233241447,2.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447,1.233241447
527_11_s_1,8.304911813,4.304911813,3.304911813,2.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813,1.304911813
ERR237618,8.241087022,4.241087022,3.241087022,2.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022,1.241087022
ERR033550,8.36895995,4.36895995,3.36895995,2.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995,1.36895995
ERR033635,8.628823002,4.628823002,3.628823002,2.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002,1.628823002
ERR033341,8.723088683,4.723088683,3.723088683,2.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683,1.723088683
ERR294360,8.49914466,4.49914466,3.49914466,2.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466,1.49914466
973N0023,8.149032162,4.149032162,3.149032162,2.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162,1.149032162
ERR033414,8.658584758,4.658584758,3.658584758,2.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758,1.658584758
ERR033593,8.494084695,4.494084695,3.494084695,2.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695,1.494084695
973N0016,8.43498694,4.43498694,3.43498694,2.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694,1.43498694
ERR294356,8.765301322,4.765301322,3.765301322,2.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322,1.765301322
ERR033464,8.561212204,4.561212204,3.561212204,2.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204,1.561212204
973N0046,8.562795227,4.562795227,3.562795227,2.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227,1.562795227
ERR038658,15.24429534,1.24429534,1.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534,2.24429534
ERR033424,8.647686466,4.647686466,3.647686466,2.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466,1.647686466
ERR033428,8.714647848,4.714647848,3.714647848,2.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848,1.714647848
ERR038685,8.156139594,4.156139594,3.156139594,2.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594,1.156139594
ERR033569,8.31855014,4.31855014,3.31855014,2.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014,1.31855014
ERR038669,8.217748407,4.217748407,3.217748407,2.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407,1.217748407
ERR033415,8.584217212,4.584217212,3.584217212,2.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212,1.584217212
ERR033330,8.064742409,4.064742409,3.064742409,2.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409,1.064742409
ERR033526,8.040885334,4.040885334,3.040885334,2.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334,1.040885334
ERR033479,8.050701655,4.050701655,3.050701655,2.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655,1.050701655
973N0049,15.09114609,1.091146094,1.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094,2.091146094
ERR033310,8.3763868,4.3763868,3.3763868,2.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868,1.3763868
ERR033239,8.020374748,4.020374748,3.020374748,2.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748,1.020374748
ERR033343,8.432325548,4.432325548,3.432325548,2.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548,1.432325548
ERR033240,8.081842452,4.081842452,3.081842452,2.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452,1.081842452
ERR033249,8.644374262,4.644374262,3.644374262,2.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262,1.644374262
ERR033565,8.32910001,4.32910001,3.32910001,2.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001,1.32910001
ERR033564,8.31374619,4.31374619,3.31374619,2.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619,1.31374619
ERR033577,8.613658996,4.613658996,3.613658996,2.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996,1.613658996
ERR033429,8.122444033,4.122444033,3.122444033,2.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033,1.122444033
ERR033364,8.979627614,4.979627614,3.979627614,2.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614,1.979627614
ERR033594,15.14329739,1.143297394,1.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394,2.143297394
ERR033566,8.115216118,4.115216118,3.115216118,2.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118,1.115216118
ERR033597,8.659660286,4.659660286,3.659660286,2.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286,1.659660286
973N0071,8.238364821,4.238364821,3.238364821,2.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821,1.238364821
ERR033412,8.159224663,4.159224663,3.159224663,2.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663,1.159224663
ERR033410,8.89760557,4.89760557,3.89760557,2.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557,1.89760557
ERR033413,8.527407775,4.527407775,3.527407775,2.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775,1.527407775
ERR033568,8.157714128,4.157714128,3.157714128,2.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128,1.157714128
ERR033365,8.297526983,4.297526983,3.297526983,2.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983,1.297526983
ERR294319,15.18814232,1.188142321,1.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321,2.188142321
ERR039391,15.19601116,1.19601116,1.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116,2.19601116
ERR033304,8.926411788,4.926411788,3.926411788,2.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788,1.926411788
ERR038686,15.19628414,1.196284137,1.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137,2.196284137
ERR033558,8.29837686,4.29837686,3.29837686,2.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686,1.29837686
ERR038689,8.504206792,4.504206792,3.504206792,2.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792,1.504206792
ERR033612,8.117383335,4.117383335,3.117383335,2.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335,1.117383335
ERR033586,8.653869382,4.653869382,3.653869382,2.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382,1.653869382
ERR033248,15.45191105,1.45191105,1.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105,2.45191105
ERR084607,8.512487293,4.512487293,3.512487293,2.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293,1.512487293
973N0093,8.001927337,4.001927337,3.001927337,2.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337,1.001927337
973N0092,8.373148926,4.373148926,3.373148926,2.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926,1.373148926
973N0088,8.224710809,4.224710809,3.224710809,2.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809,1.224710809
ERR033712,8.743288907,4.743288907,3.743288907,2.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907,1.743288907
ERR033421,8.273107769,4.273107769,3.273107769,2.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769,1.273107769
ERR033551,8.122518297,4.122518297,3.122518297,2.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297,1.122518297
ERR033584,8.469889881,4.469889881,3.469889881,2.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881,1.469889881
ERR033582,8.72615809,4.72615809,3.72615809,2.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809,1.72615809
ERR033362,8.129826352,4.129826352,3.129826352,2.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352,1.129826352
ERR033628,8.828737487,4.828737487,3.828737487,2.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487,1.828737487
0864N0021,15.13080612,1.130806124,1.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124,2.130806124
0864N0027,8.353345053,4.353345053,3.353345053,2.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053,1.353345053
0864N0094,8.777965528,4.777965528,3.777965528,2.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528,1.777965528
612_106,8.987933869,4.987933869,3.987933869,2.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869,1.987933869
ERR175852,8.309866745,4.309866745,3.309866745,2.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745,1.309866745
973N0090,15.50854283,1.508542828,1.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828,2.508542828
ERR084609,8.466526507,4.466526507,3.466526507,2.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507,1.466526507
ERR163414,15.04198656,1.041986563,1.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563,2.041986563
ERR163406,8.392565939,4.392565939,3.392565939,2.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939,1.392565939
ERR163408,8.953529281,4.953529281,3.953529281,2.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281,1.953529281
ERR175874,15.14408122,1.144081221,1.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221,2.144081221
ERR163423,8.061319919,4.061319919,3.061319919,2.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919,1.061319919
973N0018,8.784462738,4.784462738,3.784462738,2.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738,1.784462738
973N0013,8.051657548,4.051657548,3.051657548,2.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548,1.051657548
ERR163449,8.37696245,4.37696245,3.37696245,2.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245,1.37696245
ERR163372,8.373564906,4.373564906,3.373564906,2.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906,1.373564906
ERR084755,8.059933997,4.059933997,3.059933997,2.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997,1.059933997
ERR294311,8.292819049,4.292819049,3.292819049,2.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049,1.292819049
ERR156384,8.398506391,4.398506391,3.398506391,2.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391,1.398506391
ERR156379,8.607254735,4.607254735,3.607254735,2.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735,1.607254735
ERR294363,8.836005488,4.836005488,3.836005488,2.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488,1.836005488
ERR294339,8.316455978,4.316455978,3.316455978,2.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978,1.316455978
ERR237620,15.28243276,1.282432762,1.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762,2.282432762
973N0029,8.615664242,4.615664242,3.615664242,2.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242,1.615664242
973N0074,8.247471344,4.247471344,3.247471344,2.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344,1.247471344
612_33,8.744758322,4.744758322,3.744758322,2.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322,1.744758322
612_57,8.527412948,4.527412948,3.527412948,2.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948,1.527412948
612_61,8.533675214,4.533675214,3.533675214,2.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214,1.533675214
612_60,8.452184717,4.452184717,3.452184717,2.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717,1.452184717
612_62,8.605751364,4.605751364,3.605751364,2.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364,1.605751364
612_59,8.884313806,4.884313806,3.884313806,2.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806,1.884313806
ERR246655,8.040985969,4.040985969,3.040985969,2.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969,1.040985969
612_44,8.87331015,4.87331015,3.87331015,2.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015,1.87331015
612_43,8.461195189,4.461195189,3.461195189,2.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189,1.461195189
973N0040,8.198399337,4.198399337,3.198399337,2.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337,1.198399337
ERR246607,15.56667315,1.566673151,1.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151,2.566673151
612_38,8.029996319,4.029996319,3.029996319,2.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319,1.029996319
973N0054,8.107726289,4.107726289,3.107726289,2.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289,1.107726289
612_34,8.976563544,4.976563544,3.976563544,2.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544,1.976563544
612_35,15.08549559,1.085495586,1.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586,2.085495586
973N0010,15.73786703,1.737867025,1.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025,2.737867025
612_45,8.435008851,4.435008851,3.435008851,2.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851,1.435008851
612_58,8.024689741,4.024689741,3.024689741,2.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741,1.024689741
973N0048,8.049808165,4.049808165,3.049808165,2.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165,1.049808165
612_52,8.508907343,4.508907343,3.508907343,2.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343,1.508907343
612_46,15.09196556,1.091965562,1.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562,2.091965562
612_50,8.459318056,4.459318056,3.459318056,2.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056,1.459318056
612_48,8.014002199,4.014002199,3.014002199,2.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199,1.014002199
612_49,15.21693132,1.216931318,1.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318,2.216931318
973N0009,8.824708048,4.824708048,3.824708048,2.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048,1.824708048
